WritingId	MemberId	Essay	DateSubmitted	Grade	Comment	topicId	correctedWriting	LevelNo	UnitNo	Country	Nationality	Unit Name	Lesson Title	lesson Aim
50	18443024	Hello!   My name's Francisco.   I'm forty years old.   I'm from Rio de Janeiro, in Brazil.   I like music and movies.   Nice to meet you.   Bye!	2011-03-21 13:07:18.787	85	This is an excellent basic description of you!  You did a good job using the right grammar structures for this activity.  Please remember that when we talk about where we are from, we just use a comma (e.g. I'm from Rio de Janeiro, in (D)(>>)Brazil.).  Keep up the good work and try to include a little more detail in your next writing.  <br/>	8967	Hello!   My name's Francisco.   I'm forty years old.   I'm from Rio de Janeiro, in Brazil.   I like music and movies.   Nice to meet you.   Bye!	1	3	br	br	Where are you from?	Writing an online profile	By the end of this lesson, you will be able to respond to an online profile.
51	18440125	He this weekend very busy.  On Saturday in the morning go to swimming at 11:30. He at 12:00 eat lunch. In the afternoon at 4:00 read email. At 18:00 eat dinner. At 22:00 watching TV. On Sunday he go to parks with your friends at 11:00.That he play tennis at 11:30. In the afternoon at 3:00 go to shopping. He at 20:00 go to tbe cinema. At 22:00 he go to bed.	2011-03-21 13:18:40.280	88	Dear student. Thank you so much for submitting your work! It was a pleasure marking it.<br/><br/>Please make sure you check the word limit of the assignment carefully and do not go over the word count permitted. This assignment was too long and I stopped marking once it was over the word count allowed.<br/><br/>Check the tense of your writing.  As this event you are writing about is going to happen in the future make sure that all of your verbs are future tense verbs as well. Including the word 'will' will go a long way in communicating that you are speaking of an event that is due to happen in the future.<br/><br/>Please also note it is important to include 'am' for morning and 'pm' for evening to show what time of the day you are speaking of.<br/><br/>You did well to communicate the message you were trying to send just pay attention to these few small errors now.<br/><br/>Keep up the good work.  I can see you are improving. <br/>	11988	He this weekend very busy.  On Saturday in the morning go to swimming at 11:30. He at 12:00 eat lunch. In the afternoon at 4:00 read email. At 18:00 eat dinner. At 22:00 watching TV. On Sunday he go to parks with your friends at 11:00.That he play tennis at 11:30. In the afternoon at 3:00 go to shopping. He at 20:00 go to tbe cinema. At 22:00 he go to bed.	3	2	cn	cn	What's the time?	Describing a friend's weekend routine	By the end of this lesson,  you will be able to write down someone's weekend schedule.
52	18459852	Hi! My name's Tatiana. I'm from Russia.  I live in  Moscow. I'm thirty four. There are five people in my family: my mother, my grangmother, my sister, my daughter and I.  My mother's fifty eight and my grandmother's eighty two. My sister's thirty six and my daughter's seven. My mother and  my sister live in Moscow, too. I can speak only Russian. I can swim and ski. I can't drive and ride a horse. Bye!	2011-03-21 14:38:25.560	98	Dear Student,<br/>Thank you very much for your submission. I enjoyed reading your writing on this topic. It was very clear and precise. You have made a good effort at putting your thoughts down.<br/><br/>Spelling: Always check your spelling before you make a submission. Feel free to use a dictionary to help you with new words.<br/>For example:- grangmother(SP)(>>grandmother), <br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	9818	Hi! My name's Tatiana. I'm from Russia.  I live in  Moscow. I'm thirty four. There are five people in my family: my mother, my grangmother, my sister, my daughter and I.  My mother's fifty eight and my grandmother's eighty two. My sister's thirty six and my daughter's seven. My mother and  my sister live in Moscow, too. I can speak only Russian. I can swim and ski. I can't drive and ride a horse. Bye!	3	1	ru	ru	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
53	18467475	Check the Walt Disney Pictures' new big-screen adaptation of Rapunzel fairy tail, Tangled.  Indicated to the Oscar for the best original song, this animated musical adventure features the voices of  Mandy Moore, Zachary Levys and Donna Murphy. The history starts with Flyn Rider, a seductive and searched bandit that try to hide himself in a tower and ends captured by Rapunzel, a beautiful young girl  that is trapped in there. At the mean time Rapunzel try to find a way to get out of the tower where she lives all her life, eighteen years. After meet the bandit, she make a deal with him, and togheter they will live a great adventure.	2011-03-21 13:27:01.510	92	Dear Student<br/><br/>Thank you for submitting your writing. Your writing is well structured and easy to read.<br/><br/>Please note the spelling of “together".<br/><br/>I had to add a few words. Please review my corrections carefully.<br/><br/>Alternative to the word “history” rather make use of the word “story”.<br/><br/>I changed your verb so that it can fit in your sentence.<br/><br/>This is a good piece of writing. I’m looking forward to reading more of your assignments.<br/><br/>Try to read a variety of English literature as it will help you to learn new words.<br/><br/>Kind regards<br/>Marné	9872	Check the Walt Disney Pictures' new big-screen adaptation of Rapunzel fairy tail, Tangled.<br/> Indicated to the Oscar for the best original song, this animated musical adventure features the voices of  Mandy Moore, Zachary Levys and Donna Murphy. The <change><selection>history</selection><tag><symbol>WC</symbol><correct>story</correct></tag></change> starts with Flyn Rider, a seductive and searched <change><selection></selection><tag><symbol>MW</symbol><correct>for </correct></tag></change>bandit that try to hide himself in a tower and ends <change><selection></selection><tag><symbol>MW</symbol><correct>up </correct></tag></change>captured by Rapunzel, a beautiful young girl  that is trapped in there. At the mean time Rapunzel try to find a way to get out of the tower where she lives all her life, eighteen years. After <change><selection>meet</selection><tag><symbol>VT</symbol><correct>meeting</correct></tag></change> the bandit, she make a deal with him, and <change><selection>togheter</selection><tag><symbol>SP</symbol><correct>together</correct></tag></change> they will live a great adventure.	11	1	qn	qn	Talking about films	Writing a movie review	By the end of this lesson, you will be able to write a movie review.
54	18470466	Hi.  My name's Kyung. I'm from Korea. I live in Seoul. I'm twenty-nine. There are two people in my family: my husband ane I.  My husband twenty-eight years old.  I can speak three languege: Korean, English, Japanese. My hobby is ride a bike. I like green color.  How about you? What can you do?  Bye! Kyung.	2011-03-23 12:43:05.023	84	Dear Kyung,<br/><br/>I am impressed by the way you introduced your family.<br/><br/>You have expressed your opinion in a fluent and free way of writing.<br/><br/>Use the plural form of the noun since you are speaking in general, "speak three [[languege]][(PL)(>>languages)]: Korean, English, Japanese".<br/><br/>I have inserted 'Is' here because a sentence structure is subjec+ main verb + direct object, "My husband[[]][(I(x))(>>is)] twenty-eight ".<br/><br/><br/><br/><br/>Try to write within the word limit so as to convey the ideas effectively.<br/><br/>Go through my corrections.<br/>I wish you success in your future endeavours.<br/>Regards,<br/>Terry	9818	Hi.  My name's Kyung. I'm from Korea. I live in Seoul. I'm twenty-nine. There are two people in my family: my husband ane I.  My husband twenty-eight years old.  I can speak three languege: Korean, English, Japanese. My hobby is ride a bike. I like green color.  How about you? What can you do?  Bye! Kyung.	3	1	kr	kr	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
55	18465390	The monkeys are like bananas and he also like to climb up in the trees. Monkeys are so funny and also noisy. Monkeys are bigger than snakes but taller then elephants. I like the small monkey but I don’t like the big Monkey. Monkey lived in Africa and they also lived in South America.	2011-03-23 12:58:39.827	88	Dear Student,<br/><br/>Thank you for your submission regarding the monkeys.<br/><br/>You have expressed your opinion in a fluent and free way of writing.<br/><br/>Use the plural form of the noun since you are speaking in general, " Monkey. [[Monkey ]][(PL)(>>Monkeys )][[lived ]][(PH)(>>are ".<br/><br/>"Like" is a verb, so there should not be another verb are'.<br/>-The monkeys are (D)(>>)like bananas and -.<br/><br/>Go through my corrections.<br/>I wish you success in your future endeavours.<br/>Regards,<br/>Terry	3434	The monkeys are like bananas and he also like to climb up in the trees. Monkeys are so funny and also noisy. Monkeys are bigger than snakes but taller then elephants. I like the small monkey but I don’t like the big Monkey. Monkey lived in Africa and they also lived in South America.	5	3	de	de	Talking about animals	Labeling photos from a safari	By the end of this lesson, you will be able to write short descriptions of safari animals.
56	18446652	Saturday he is very busy.In the morning he go swimming at 11:30.He eat lunch at 12:30.In the afternoon he read emails at 16:00.At 6:00 he has eat dinner and at 22:00 he watch TV in the evening. Sunday:In the morning he go to the park meet friends.They play tennis.In the afternoon he go to shopping at 15:00.At 20:00 he go to the cinema  in the evening.He at 22:00 go to bed in the evening.	2011-03-23 11:56:35.920	88	Dear student, thank you for submitting your work. You did a great job and it was a pleasure grading your work.<br/><br/>A verb is spelled with a 's' or 'es' when used with a singular noun and not with plural nouns, the pronoun  'I' or 'you'. For example: He goes to the park in the morning. I like it when it rains. She watches TV in the evening.<br/><br/>Please place the punctuation marks you use directly after a word and then leave a space, see the highlighted(HL) sections in your work. <br/><br/>Keep up the good work and do different grammar exercises daily to help you improve. Good luck with your future English studies.<br/><br/>Kind regards, <br/>Janita	11988	Saturday he is very busy.In the morning he go swimming at 11:30.He eat lunch at 12:30.In the afternoon he read emails at 16:00.At 6:00 he has eat dinner and at 22:00 he watch TV in the evening. Sunday:In the morning he go to the park meet friends.They play tennis.In the afternoon he go to shopping at 15:00.At 20:00 he go to the cinema  in the evening.He at 22:00 go to bed in the evening.	3	2	cn	cn	What's the time?	Describing a friend's weekend routine	By the end of this lesson,  you will be able to write down someone's weekend schedule.
57	18472447	Hi,Anna! I've found an absolutely amazing job for you at the zoo. And I want to encourage you to apply for the zookeeper.Let me tell you why you should apply for it! One reason of that is you can work outside and get close with animals by prepareing food for them. I think it's absolutely the most amazing job for you so I urge you to consider applying for it. The other one is because  it's offering a $50000 salary and 1 month holiday every year. It looks like a great job for you.  So why don't you try applying?	2011-03-23 12:06:48.397	83	Dear student, <br/>Thank you for your letter. I enjoyed reading your letter. It was very clear and precise. To improve your writing further, here are a few points:<br/>1. Format.  Remember to end your letter with a closing, for example, “Best regards”, “love”, etc.  and also your name.<br/>2. Spelling. Remember to review your writing before submitting to avoid spelling errors.<br/>3. We use an exclamation mark only after an exclamatory sentence, for example, "What a beautiful day!".. please insert correct punctuation marks where required, for example, Hi,(PU)(>> )Anna!(PU)(>>, ) <br/>Overall this was well done. Study hard and best of luck with your future online studies.<br/>	16521	Hi<change><selection>,</selection><tag><symbol>PU</symbol><correct> </correct></tag></change>Anna<change><selection>!</selection><tag><symbol>PU</symbol><correct>, </correct></tag></change> <br/>I've found an absolutely amazing job for you at the zoo. And I want to encourage you to apply for the <change><selection></selection><tag><symbol>MW</symbol><correct>job of a </correct></tag></change>zookeeper.<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change>Let me tell you why you should apply for it!<br/>One reason <change><selection>of </selection><tag><symbol>WC</symbol><correct>is</correct></tag></change>that is you can work outside and get close with animals by <change><selection>prepareing</selection><tag><symbol>SP</symbol><correct>preparing</correct></tag></change> food for them. I think it's absolutely the most amazing job for you so I urge you to consider applying for it.<br/>The other one is because <change><selection> </selection><tag><symbol>D</symbol><correct></correct></tag></change>it's offering a $50000 salary and 1 month holiday every year. It looks like a great job for you. <change><selection> </selection><tag><symbol>D</symbol><correct></correct></tag></change>So why don't you try applying?<br/>	10	1	cn	cn	Extreme activities	Helping a friend find a job	By the end of this lesson, you will be able to encourage a friend to apply for a job.
58	18443108	Hi!  My name's Man Xu. I from Dongguan, China .I live in Dongguan. There are six people in my family:my father, my mother, my wife, my daughter, my son and I . My father's sixty-four and my mother's sixty. My wife's thirty and my daughter's seven. My son's three. They all live in Dongguan with me. I can speak Chinese and English. I can drive and cook. I can sing but I can't dance. I can't ride a horse. Bye  Man Xu.	2011-03-23 13:22:18.650	86	Dear Man Xu,<br/><br/>I am impressed by the way you introduced your family.<br/><br/>You have expressed your opinion in a fluent and free way of writing.<br/><br/>"Am" is the first person singular of the verb "to be." So when "I" is the subject, you should use "am" to indicate the simple present.<br/>-name's Man Xu. I (I(x))(>>am)from Dongguan, China -.<br/><br/><br/>Try to write within the word limit so as to convey the ideas effectively.<br/><br/><br/>I wish you success in your future endeavours.<br/>Regards,<br/>Terry	9818	Hi! <br/>My name's Man Xu. I <change><selection></selection><tag><symbol>I(x)</symbol><correct>am</correct></tag></change>from Dongguan, China . I live in Dongguan. There are six people in my family:my father, my mother, my wife, my daughter, my son and I . My father's sixty-four and my mother's sixty. My wife's thirty and my daughter's seven. My son's three. They all live in Dongguan with me.<br/>I can speak Chinese and English. I can drive and cook. I can sing but I can't dance. I can't ride a horse.<br/>Bye <br/>Man Xu.	3	1	cn	cn	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
59	18459285	Hi, my room is finished. It's beautiful! There are my sofas in cream color and between is the table in red marmor. There is a plant and a beige lamp behind. There is a table and  four chairs. The wall is soft cream. LED's in the wall.	2011-03-23 13:29:48.707	90	Dear Student,<br/>Thank you very much for your submission. It was interesting to read your writing. Your writing follows a clear and easy progression. Please review my corrections carefully so that you can avoid making those mistakes in the future.<br/><br/>Prepositions: Prepositions indicate the relationships between various elements of a sentence. Please take care with your prepositions. ("of", "to", "in", "for", "with" and "on".)<br/>For example:-  in(PR)(>>on ) the wall.<br/><br/>Articles: Articles are determiners that fulfill the general function of making it clear whether the noun in question is referring to something specific or not. <br/>For example:- (AR)(>>The )LED's<br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	2543	Hi, <br/><change><selection>my</selection><tag><symbol>C</symbol><correct>My</correct></tag></change> room is finished. It's beautiful! There are my sofas <change><selection>in cream</selection><tag><symbol>x>>y</symbol><correct>which are cream in </correct></tag></change> color and between<change><selection></selection><tag><symbol>MW</symbol><correct>them </correct></tag></change> is the table in red marmor. There is a plant and a beige lamp behind <change><selection></selection><tag><symbol>MW</symbol><correct>it</correct></tag></change>. There is a table and <br/>four chairs. The wall is soft cream. <change><selection></selection><tag><symbol>AR</symbol><correct>The </correct></tag></change>LED's <change><selection>in</selection><tag><symbol>PR</symbol><correct>on </correct></tag></change> the wall.	3	3	de	at	Home and family	Renovating your home	By the end of this lesson,  you will be able to describe a newly decorated house.
60	18465816	After the night with John, Isabell can stop thinking about John. They come together every time they can. They talking about the future and John say her that he is poor. Isabell is not intresting on it, she like him so much. She make a decision and break up with tom. John and Isabell go after the trip to new york and living there happy together.	2011-03-23 13:41:01.967	87	Dear student. Thank you so much for submitting your work! It was a pleasure marking it.<br/><br/>Please make sure you use spell checker before you send off your assignment for marking as there were a number of spelling mistakes.<br/><br/>Names, place names, days of the week and months will always be written with capital letters.<br/><br/>You need to keep your verb tense the same throughout your writing as far as possible. As you started out writing in the present tense you need to continue writing that way as you are referring to the same time period throughout this assignment.<br/><br/>You need to ensure that your subject and verb agree with one another in terms of being plural or singular. For example your subject 'she' is a singular subject and therefore needs to be followed by the singular verb 'breaks' instead of plural 'break'.<br/><br/>Keep up the good work.  I can see you are improving.	6387	After the night with John, Isabell can stop thinking about John. They come together every time they can. They talking about the future and John say her that he is poor. Isabell is not intresting on it, she like him so much. She make a decision and break up with tom. John and Isabell go after the trip to new york and living there happy together.	6	1	de	de	Movies and entertainment	Writing a movie plot	By the end of this lesson, you will be able to write the ending to a story.
61	18461625	we can play with ten plastic bottles filled with a little water. line up the bottles  just like ten- pin bowling. give a frisbee each playerand he is allowed to take 2 shots on each turn. players have a total of ten turns each. for each pin knock down one point is scored.when all the bottles knock down is strike and the player takes two more shots. the winner is the player with the most points.	2011-03-23 14:00:33.747	90	Dear Student<br/><br/>Thank you so much for submitting your work to me, it has been such a pleasure marking your work.<br/><br/>Spelling errors can be prevented by proof reading your work or doing a spell check before submitting it.<br/><br/>Remember, when starting a new sentence, be sure to start the first word with a capital letter. <br/><br/>Other than that, you did a great job, well done!<br/><br/>Here are a few tips to help you improve your English:<br/>* Read English magazines and books<br/>* Watch English television or movies<br/><br/>Kind regards<br/>Sonja	2049	we can play with ten plastic bottles filled with a little water. line up the bottles  just like ten- pin bowling. give a frisbee each playerand he is allowed to take 2 shots on each turn. players have a total of ten turns each. for each pin knock down one point is scored.when all the bottles knock down is strike and the player takes two more shots. the winner is the player with the most points.	7	1	it	it	Rules and instructions	Giving instructions to play a game	By the end of this lesson, you will be able to write rules and instructions to a game.
62	18432908	hello Im fine thank you im fatimah.im39 years old. bye	2011-03-23 14:01:17.450	85	Dear Student..<br/><br/>Very well done! Thank you for submitng your writting.<br/><br/>Please pay attention to: <br/><br/>SPELLING:<br/>To help you reduce spelling errors, do proofreading.<br/><br/>Proofreading<br/>- read your assignment inorder to check whether there are any mistakes in spelling, grammar, punctuation etc. <br/><br/>Remember to use a fullstop to end sentences and use a capital letter when starting a new sentence.<br/><br/>Keep up the good work.<br/><br/>Hope to hear from you soon.<br/><br/>Regards Sadie<br/><br/><br/>	3535	<change><selection>hello</selection><tag><symbol>C</symbol><correct>Hello</correct></tag></change><br/><change><selection>Im</selection><tag><symbol>SP</symbol><correct>I'm</correct></tag></change> fine thank you<change><selection></selection><tag><symbol>PU</symbol><correct>.</correct></tag></change><br/><change><selection>im</selection><tag><symbol>SP</symbol><correct>I'm</correct></tag></change> <change><selection>fatimah</selection><tag><symbol>C</symbol><correct>Fatimah</correct></tag></change>.<change><selection>im</selection><tag><symbol>SP</symbol><correct>I'm</correct></tag></change>39 years old.<br/><change><selection>bye</selection><tag><symbol>C</symbol><correct>Bye</correct></tag></change>	1	1	sa	sa	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
63	18443880	My name is Daniel Hengsterman. I was born in Essen in 1975.  After my kindergarten time, I went to the school. I studied on the university mechanical engineering from 2003 until 2007. I started my fist job on July 2007. I married my wife Elen in 2008. We life in Dortmund and have a lot of fun.	2011-03-23 14:37:44.843	95	Hello student,<br/><br/>Thank you for your interesting submission.<br/>I enjoyed reading your writing. You were clear and precise.<br/><br/>Your writing shows promise of good skills, but some areas still need working on. <br/>1.Word choice:  to the (WC)(>>primary)school.<br/>Please choose the correct word to express your thought. <br/>Use an English dictionary or thesaurus to locate and understand unfamiliar words and phrases and their meanings.<br/>2. Preposition: first job on(PR)(>>in) July 2007.<br/>A preposition links nouns, pronouns and phrases to other words in a sentence.<br/>Here, the correct preposition to use is 'in'.<br/><br/> Keep up the good work! I wish you well with your lessons at Englishtown. I hope you enjoy learning with us. Good luck!	4467	My name is Daniel Hengsterman. I was born in Essen in 1975. <br/>After my kindergarten<change><selection> time</selection><tag><symbol>D</symbol><correct></correct></tag></change>, I went to <change><selection>the </selection><tag><symbol>WC</symbol><correct>primary</correct></tag></change>school. I studied  <change><selection>on the university</selection><tag><symbol>D</symbol><correct></correct></tag></change> mechanical engineering<change><selection></selection><tag><symbol>WO</symbol><correct>in  a university</correct></tag></change> from 2003 until 2007. I started my first job <change><selection>on</selection><tag><symbol>PR</symbol><correct>in</correct></tag></change> July 2007. I married my wife Elen in 2008. We life in Dortmund and have a lot of fun. <br/>	4	6	de	de	Talking about past events	Writing an autobiography	By the end of this lesson, you will be able to write a short autobiography.
64	18448643	Dear Ms Thomas, There are thrty pens and fifteen pencils in the office. Also there are twelve desks fourteen chairs and thirteen computers. Also there are sixteen keyboards, sxteen headphones and one table.  Bye	2011-03-23 14:45:12.307	94	Dear Student, <br/>Thank you for your submission on an email to your boss. Have a look at the corrections I made and concentrate on: <br/>Please proof read your work to avoid spelling errors and small mistakes that you can easily correct. Punctuation: For e.g. '...are twelve desks(PU)(>>, ) fourteen chairs and (PU)(>>, )thirteen computers. Also there are (PU)(>>, )sixteen ..' Please take care with your punctuation and remember to use commas to seperate the list of items. <br/>Try reading books, newspapers and magazines as often as possible. I look forward to seeing excellent writings from you. All the best!	9820	Dear Ms Thomas, There are thrty pens and fifteen pencils in the office. Also there are twelve desks fourteen chairs and thirteen computers. Also there are sixteen keyboards, sxteen headphones and one table.  Bye	1	2	br	br	Colors and numbers	Taking inventory in the office	By the end of this lesson, you will be able to describe amounts.
65	18443470	Hi! Ana. Good, thank you. My name's Homely. I'm 31 years old. Bye! Homely	2011-03-23 14:47:53.210	90	Hello Homely,<br/>Thank you for your reply to Anna. You've done a good job!<br/>Here are a few points to help you do even better:<br/>1. Salutation and punctuation...Hi!(D)(>>) Ana(SP)(>>Anna).(PU)(>>!)...when you include the person's name in the salutation, use the punctuation mark after the name, for e.g., Hi Anna! or Hello Anna!...you can also say Dear Anna. Note that 'Dear Anna' should be followed by a comma, not an exclamation mark.<br/>2. Missing word...(MW)(>>I'm )Good(C)(>>good)...you've omitted the subject in this phrase. When speaking to someone, it's okay to just say 'Good...', but in writing, use the full form, 'I'm good...'. <br/>I look forward to seeing more of your work. Happy learning with Englishtown!	3535	Hi! Ana. Good, thank you. My name's Homely. I'm 31 years old. Bye! Homely	1	1	br	br	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
66	18454364	The starter was delicious. It was composed by salmon on taost with a  lemon sauce. Then the main dish was good, it was grilled lamb with  sliced potatoes. Although the lamb was a little burned the potatoes was perfect. The dessert was so good. It was a chocolate cake covered by ice cream. I asked to the waiter a second piece of cake but he refused... So it was a good meal.	2011-03-23 15:11:03.753	89	Dear student, <br/>Thank you for the submission.   Your short review on food  is well thought out. <br/><br/>Review: <br/>I am glad you understood the topic well. Your overall performance is satisfactory. Please write the word limit prescribed for the level in your future writings.  <br/><br/>Focus on subject and verb agreement.  The subject and verb must agree in number: both must be singular, or both must  be plural.Example: The potatoes were perfect. <br/><br/>It was a chocolate cake covered by (PR)(>>with )ice cream. <br/>In the above sentence the preposition 'by' is inappropriately used, so I have changed it to 'with'. <br/><br/>The word 'so' doesn't fit the context of the sentence, so I have changed it to 'overall' which means 'in general'.   Example: Overall, the food was delicious. <br/><br/>Read books to improve your skills. The more you read, the more you improve. Best of luck with your future writings._Carol	5749	The starter was delicious. It was <change><selection>composed </selection><tag><symbol>WC</symbol><correct>served</correct></tag></change><change><selection>by </selection><tag><symbol>PR</symbol><correct>with </correct></tag></change>salmon <change><selection>on </selection><tag><symbol>D</symbol><correct></correct></tag></change><change><selection>taost</selection><tag><symbol>SP</symbol><correct>toast</correct></tag></change> with <change><selection>a </selection><tag><symbol>D</symbol><correct></correct></tag></change> lemon sauce.<br/><br/>Then the main <change><selection>dish </selection><tag><symbol>WC</symbol><correct>course </correct></tag></change>was good, it was grilled lamb with  sliced potatoes. Although the lamb was a little burned  <change><selection></selection><tag><symbol>I(x)</symbol><correct>, </correct></tag></change>the potatoes <change><selection>was </selection><tag><symbol>AG</symbol><correct>were</correct></tag></change>perfect.<br/><br/>The dessert was so good. It was a chocolate cake covered <change><selection>by </selection><tag><symbol>PR</symbol><correct>with </correct></tag></change>ice cream. I asked <change><selection>to </selection><tag><symbol>D</symbol><correct></correct></tag></change>the waiter a second piece of cake but he refused...<br/><br/><change><selection>So </selection><tag><symbol>WC</symbol><correct>Overall </correct></tag></change>  <change><selection></selection><tag><symbol>I(x)</symbol><correct>, </correct></tag></change>it was a good meal.<br/><br/><br/>	9	1	fr	fr	What's cooking?	Giving feedback to a restaurant	By the end of this lesson, you will be able to give feedback to a restaurant.
67	18459804	Hi, my room is finished. It's beautiful! There is a big brasilian wooden bed and one tv 42". There are a blackout curtais and a air conditioning.	2011-03-23 16:08:41.490	92	Dear Student,<br/>Thank you very much for your submission. It was interesting to read your writing. Your writing follows a clear and easy progression. Please review my corrections carefully so that you can avoid making those mistakes in the future.<br/><br/>The definite article is used before singular and plural nouns when the noun is specific or particular. "A" and "an" signal that the noun modified is indefinite, referring to any member of a group.<br/>For example:- (>>an ) air conditioning <br/><br/>Spelling: Always check your spelling before you make a submission. Feel free to use a dictionary to help you with new words.<br/>For example:- curtais(SP)(>>curtains) <br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	2543	Hi, <br/><change><selection>my</selection><tag><symbol>C</symbol><correct>My</correct></tag></change> room is finished. It's beautiful! There is a big <change><selection>brasilian</selection><tag><symbol>SP</symbol><correct>Brazilian</correct></tag></change> wooden bed and one <change><selection>tv 42"</selection><tag><symbol>WO</symbol><correct>42" TV</correct></tag></change>. There are <change><selection>a</selection><tag><symbol>D</symbol><correct></correct></tag></change> <change><selection>blackout</selection><tag><symbol>WC</symbol><correct>black</correct></tag></change> <change><selection>curtais</selection><tag><symbol>SP</symbol><correct>curtains</correct></tag></change> and <change><selection>a</selection><tag><symbol>AR</symbol><correct>an </correct></tag></change> air conditioning <change><selection></selection><tag><symbol>MW</symbol><correct>unit</correct></tag></change>. <br/>	3	3	br	br	Home and family	Renovating your home	By the end of this lesson,  you will be able to describe a newly decorated house.
68	18471234	Hello everybody! Tomorrow will be a historical day and you can be part of it! I ask you to go to the pulls and vote for me in order that we can start into a better future together. With my experience and wisdom and my intellectual and social competence I am the born leader! You won't never feel alone or missunderstood. You can count on me!  I will introduce a new paying system in the lunchroom to reduce queuing. In addition I will hire knew cooks who will make delicious food with regional and healthy ingredients. I will convince the Education Minister to build a new garden where we can cultivate fruits and vegetables. On the roof of our school building a new 20 KWp solar panel system will be installed. These are only few projects which will be realized as soon as I am the following student council president. So let's do it and don't forget to vote for me tomorrow!	2011-03-23 16:41:03.763	87	Dear student,<br/>   You have done an impressive job of convincing the students to vote for you.<br/><br/>   Your writing has a sense of progression as you have separated it into paragraphs.<br/><br/>     In standard English, when two negatives are used in one sentence, the negatives are understood to cancel one another and produce a weakened affirmative, so I have changed 'never' to 'ever' here "You won't never (WC)(>>ever)feel alone ".<br/><br/>   Put a comma after an introductory expression or before an afterthought. For example, " In addition(PU)(>>,) I will hire ".<br/><br/>   <br/>Keep writing, keep studying. Keep up the good work. I'm sure you will reach your goal.  <br/>Regards,<br/>Shirley<br/><br/><br/>	5816	Hello everybody! Tomorrow will be a historical day and you can be part of it! I ask you to go to the pulls and vote for me in order that we can start into a better future together. With my experience and wisdom and my intellectual and social competence I am the born leader! You won't never feel alone or missunderstood. You can count on me!  I will introduce a new paying system in the lunchroom to reduce queuing. In addition I will hire knew cooks who will make delicious food with regional and healthy ingredients. I will convince the Education Minister to build a new garden where we can cultivate fruits and vegetables. On the roof of our school building a new 20 KWp solar panel system will be installed. These are only few projects which will be realized as soon as I am the following student council president. So let's do it and don't forget to vote for me tomorrow!	13	1	de	de	Politics	Writing a campaign speech	By the end of this lesson, you will be able to write a campaign speech.
69	18434040	Hello. My name is Wang Ding. I am thirty-two years old. I am from China. I live in Shanghai with my wife and son. I am a businessman.  There are seven people in my family. My wife’s name is Hu Fei. She is thirty years old. My son’s name is Hong Li. He is ten.  I have a mother and a father. They live in Beijing. My mother is fifty-five and my father is fifty- eight. I also have a grandmother and a grandfather. They also live in Beijing. see you! Wang Ding	2011-03-23 16:42:01.500	97	Dear Student<br/><br/>Thank you so much for submitting your work to me, it has been such a pleasure marking your work.<br/><br/>Remember, when starting a new sentence, be sure to start the first word with a capital letter. <br/><br/>Other than that, you did a great job, well done!<br/><br/>Here are a few tips to help you improve your English:<br/>* Read English magazines and books<br/>* Watch English television or movies<br/><br/>Kind regards<br/>Sonja	8572	Hello. My name is Wang Ding. I am thirty-two years old. I am from China. I live in Shanghai with my wife and son. I am a businessman.  There are seven people in my family. My wife’s name is Hu Fei. She is thirty years old. My son’s name is Hong Li. He is ten.  I have a mother and a father. They live in Beijing. My mother is fifty-five and my father is fifty- eight. I also have a grandmother and a grandfather. They also live in Beijing. see you! Wang Ding	1	4	sa	sa	Family	Describing your family in an email	By the end of this lesson, you will be able to reply to an email asking you about your family.
